fp_ampl1;fp_ampl2;fp_ampl3;std_noise;CIRpower;RXPACC;fpindex;RX_power;FP_power;Pd;Pr;estimated_range;real_rng;label;location_from;location_to;msid;bias;rng_wo_bias;error;error_nobias;env
4398;5875;4680;44;1321,091266;101;746;-79,442;-83,031;3,589;1,045177614;2,098;2,16;0;esl;esl;634;-0,088179199;2,186179199;0,026179199;-0,062;eslesl
3080;6160;5167;40;1318,05284;101;750;-79,452;-83,126;3,674;1,046241756;2,067;2,16;0;esl;esl;634;-0,088982579;2,155982579;-0,004017421;-0,093;eslesl
6360;6113;3981;48;1397,117142;101;745;-79,199;-82,11;2,911;1,036755515;2,1;2,16;0;esl;esl;634;-0,088127361;2,188127361;0,028127361;-0,06;eslesl
6358;6126;3888;52;1587,204263;101;751;-78,645;-82,138;3,493;1,044414775;2,073;2,16;0;esl;esl;634;-0,08882711;2,16182711;0,00182711;-0,087;eslesl
5021;6294;5405;52;1535,08639;101;748;-78,79;-82,093;3,303;1,041921564;2,087;2,16;0;esl;esl;634;-0,088464298;2,175464298;0,015464298;-0,073;eslesl
2611;6269;5734;44;1316,23314;101;746;-79,458;-82,85;3,392;1,042689219;2,095;2,16;0;esl;esl;634;-0,088256955;2,183256955;0,023256955;-0,065;eslesl
6449;6068;3867;52;1445,216201;101;745;-79,052;-82,124;3,072;1,038860497;2,054;2,16;0;esl;esl;634;-0,089319365;2,143319365;-0,016680635;-0,106;eslesl
2151;5544;4971;48;1198,209673;101;749;-79,866;-84,039;4,173;1,052250019;6,391;6,372;0;esl;esl;635;-0,006336195;6,397336195;0,025336195;0,019;eslesl
1946;4781;4017;52;1166,092015;101;746;-79,984;-85,513;5,529;1,069126325;6,376;6,372;0;esl;esl;635;-0,006526901;6,382526901;0,010526901;0,004;eslesl
4109;5018;3361;52;1169,049287;101;750;-79,973;-84,554;4,581;1,057281833;6,381;6,372;0;esl;esl;635;-0,006463278;6,387463278;0,015463278;0,009;eslesl
3822;5268;3577;52;1127,023109;101;744;-80,132;-84,41;4,278;1,053386912;6,376;6,372;0;esl;esl;635;-0,006526901;6,382526901;0,010526901;0,004;eslesl
1133;5174;4980;48;1171,20474;101;748;-79,965;-84,595;4,63;1,057900331;6,384;6,372;0;esl;esl;635;-0,006425131;6,390425131;0,018425131;0,012;eslesl
3867;4898;3465;44;1078,034901;101;747;-80,325;-84,754;4,429;1,0551385;6,389;6,372;0;esl;esl;635;-0,006361594;6,395361594;0,023361594;0,017;eslesl
4632;5179;3376;48;1186,951084;101;750;-79,907;-84,068;4,161;1,052073035;6,374;6,372;0;esl;esl;635;-0,006552365;6,380552365;0,008552365;0,002;eslesl
4057;4596;3211;52;1049,138492;101;750;-80,443;-85,023;4,58;1,056934724;6,384;6,372;0;esl;esl;635;-0,006425131;6,390425131;0,018425131;0,012;eslesl
2119;4544;4003;48;1051,072858;101;751;-80,435;-85,681;5,246;1,065220364;6,373;6,372;0;esl;esl;635;-0,0065651;6,3795651;0,0075651;0,001;eslesl
911;4901;4823;56;1203,186142;101;750;-79,848;-85,003;5,155;1,064560164;6,389;6,372;0;esl;esl;635;-0,006361594;6,395361594;0,023361594;0,017;eslesl
4102;4930;3277;48;1049,138492;101;747;-80,443;-84,677;4,234;1,052633542;6,369;6,372;0;esl;esl;635;-0,006616063;6,375616063;0,003616063;-0,003;eslesl
3444;5319;3887;48;1143,227917;101;747;-80,07;-84,402;4,332;1,05410266;6,373;6,372;0;esl;esl;635;-0,0065651;6,3795651;0,0075651;0,001;eslesl
2048;5438;4754;48;1077,042451;101;749;-80,329;-84,316;3,987;1,049633383;6,384;6,372;0;esl;esl;635;-0,006425131;6,390425131;0,018425131;0,012;eslesl
3525;5704;4604;48;1139,023859;101;745;-80,086;-83,62;3,534;1,044127563;6,354;6,372;0;esl;esl;635;-0,006807482;6,360807482;-0,011192518;-0,018;eslesl
3342;5697;4461;48;1140,073422;101;749;-80,082;-83,796;3,714;1,046377463;6,384;6,372;0;esl;esl;635;-0,006425131;6,390425131;0,018425131;0,012;eslesl
2102;4990;4653;48;1074,070581;101;744;-80,341;-84,753;4,412;1,054915921;6,364;6,372;0;esl;esl;635;-0,006679815;6,370679815;-0,001320185;-0,008;eslesl
4178;5693;4332;44;1192,155265;101;750;-79,888;-83,461;3,573;1,044725115;6,381;6,372;0;esl;esl;635;-0,006463278;6,387463278;0,015463278;0,009;eslesl
4393;5596;3945;44;1200,142516;101;749;-79,859;-83,619;3,76;1,047082984;6,384;6,372;0;esl;esl;635;-0,006425131;6,390425131;0,018425131;0,012;eslesl
4635;5570;3727;44;1196,004521;101;750;-79,874;-83,604;3,73;1,04669855;6,364;6,372;0;esl;esl;635;-0,006679815;6,370679815;-0,001320185;-0,008;eslesl
4358;5137;3654;48;1085,007703;101;751;-80,297;-84,137;3,84;1,047822459;6,371;6,372;0;esl;esl;635;-0,006590577;6,377590577;0,005590577;-0,001;eslesl
5134;5295;3123;48;1131,182874;101;749;-80,116;-83,754;3,638;1,045409157;6,374;6,372;0;esl;esl;635;-0,006552365;6,380552365;0,008552365;0,002;eslesl
2649;5429;4508;44;1127,023109;101;750;-80,132;-84,281;4,149;1,051777068;6,374;6,372;0;esl;esl;635;-0,006552365;6,380552365;0,008552365;0,002;eslesl
2799;5514;4583;44;1139,023859;101;749;-80,086;-84,1;4,014;1,05012112;6,354;6,372;0;esl;esl;635;-0,006807482;6,360807482;-0,011192518;-0,018;eslesl
3833;5841;4466;44;1147,183313;101;750;-80,055;-83,453;3,398;1,042445818;6,391;6,372;0;esl;esl;635;-0,006336195;6,397336195;0,025336195;0,019;eslesl
2229;5584;4897;56;1151,152395;101;749;-80,04;-84,035;3,995;1,049912544;6,373;6,372;0;esl;esl;635;-0,0065651;6,3795651;0,0075651;0,001;eslesl
3806;5484;4053;44;1118,234331;101;747;-80,166;-83,974;3,808;1,047501435;6,371;6,372;0;esl;esl;635;-0,006590577;6,377590577;0,005590577;-0,001;eslesl
5129;5313;3238;44;1146,127205;101;749;-80,059;-83,696;3,637;1,045428996;6,369;6,372;0;esl;esl;635;-0,006616063;6,375616063;0,003616063;-0,003;eslesl
3397;5800;4588;44;1161,001608;101;746;-80,003;-83,615;3,612;1,045148307;6,391;6,372;0;esl;esl;635;-0,006336195;6,397336195;0,025336195;0,019;eslesl
773;1240;1183;20;102,975242;101;741;-90,524;-96,343;5,819;1,064281296;8,62;7,329;1;esl;hw;639;0,017396142;8,602603858;1,273603858;1,291;eslhw
1020;1199;773;20;87,97433057;93;748;-90,491;-96,23;5,739;1,063420672;8,645;7,329;1;esl;hw;639;0,017618076;8,627381924;1,298381924;1,316;eslhw
752;1245;1078;24;100,9561595;101;746;-90,61;-96,67;6,06;1,066880035;8,651;7,329;1;esl;hw;639;0,017671216;8,633328784;1,304328784;1,322;eslhw
1055;1228;781;24;107,9525291;101;746;-90,319;-96,733;6,414;1,071014958;8,6;7,329;1;esl;hw;639;0,017217989;8,582782011;1,253782011;1,271;eslhw
857;1263;1253;20;116,9857116;101;749;-89,97;-95,916;5,946;1,066088696;8,645;7,329;1;esl;hw;639;0,017618076;8,627381924;1,298381924;1,316;eslhw
1074;1235;1017;20;101,960703;101;746;-90,567;-96,129;5,562;1,061413097;8,651;7,329;1;esl;hw;639;0,017671216;8,633328784;1,304328784;1,322;eslhw
1046;1235;765;24;102,975242;101;739;-90,524;-96,768;6,244;1,068976183;8,62;7,329;1;esl;hw;639;0,017396142;8,602603858;1,273603858;1,291;eslhw
997;1200;882;20;92,00953191;101;747;-91,013;-96,758;5,745;1,063122851;8,6;7,329;1;esl;hw;639;0,017217989;8,582782011;1,253782011;1,271;eslhw
828;1070;1084;28;98,00152218;101;746;-90,739;-97,047;6,308;1,069518068;8,6;7,329;1;esl;hw;639;0,017217989;8,582782011;1,253782011;1,271;eslhw
2724;2685;1621;36;1048,172645;101;744;-80,447;-89,456;9,009;1,111986774;5,556;5,166;1;esl;hw;647;-0,017738837;5,573738837;0,407738837;0,39;eslhw
2155;3458;2830;28;987,0356099;101;748;-80,708;-87,915;7,207;1,08929722;5,555;5,166;1;esl;hw;647;-0,017753516;5,572753516;0,406753516;0,389;eslhw
3536;4526;3153;28;1180,138072;101;747;-79,932;-85,498;5,566;1,069634189;5,624;5,166;1;esl;hw;647;-0,016746745;5,640746745;0,474746745;0,458;eslhw
2133;3441;2810;28;1056,167553;101;750;-80,414;-87,972;7,558;1,093988609;5,585;5,166;1;esl;hw;647;-0,017314274;5,602314274;0,436314274;0,419;eslhw
4095;4146;2569;24;936,1227964;101;746;-80,938;-85,745;4,807;1,059391139;5,556;5,166;1;esl;hw;647;-0,017738837;5,573738837;0,407738837;0,39;eslhw
3913;4868;3836;24;843,0101842;101;750;-81,393;-84,524;3,131;1,038467681;5,548;5,166;1;esl;hw;647;-0,017856343;5,565856343;0,399856343;0,382;eslhw
3597;4273;2996;20;756,0191934;101;747;-81,866;-85,787;3,921;1,047895341;5,558;5,166;1;esl;hw;647;-0,017709486;5,575709486;0,409709486;0,392;eslhw
3007;4709;4208;24;828,0047368;101;749;-81,471;-84,931;3,46;1,042469099;5,551;5,166;1;esl;hw;647;-0,017812258;5,568812258;0,402812258;0,385;eslhw
3192;4537;3642;20;837,9783942;101;751;-81,419;-85,388;3,969;1,048747835;5,54;5,166;1;esl;hw;647;-0,017974016;5,557974016;0,391974016;0,374;eslhw
4536;4938;4188;24;1000,997105;101;748;-80,647;-83,867;3,22;1,03992709;5,624;5,166;1;esl;hw;647;-0,016746745;5,640746745;0,474746745;0,458;eslhw
4317;4557;2884;28;920,0953191;101;750;-81,013;-85,039;4,026;1,049695728;5,576;5,166;1;esl;hw;647;-0,017445801;5,593445801;0,427445801;0,41;eslhw
3159;4629;4215;20;805,995879;101;748;-81,588;-84,909;3,321;1,040704515;5,544;5,166;1;esl;hw;647;-0,017915158;5,561915158;0,395915158;0,378;eslhw
3685;4633;3590;24;843,9812945;101;751;-81,388;-85,02;3,632;1,044625743;5,563;5,166;1;esl;hw;647;-0,017636156;5,580636156;0,414636156;0,397;eslhw
3318;4622;3882;20;767,9497817;101;748;-81,798;-85,064;3,266;1,039927627;5,546;5,166;1;esl;hw;647;-0,017885745;5,563885745;0,397885745;0,38;eslhw
3346;4907;4327;24;891,1130859;101;751;-81,152;-84,502;3,35;1,04128056;5,547;5,166;1;esl;hw;647;-0,017871043;5,564871043;0,398871043;0,381;eslhw
3672;4931;4274;24;827,0520097;101;744;-81,476;-84,339;2,863;1,035139182;5,545;5,166;1;esl;hw;647;-0,017900451;5,562900451;0,396900451;0,379;eslhw
4573;4792;2895;20;899,1513927;101;746;-81,113;-84,645;3,532;1,043544191;5,56;5,166;1;esl;hw;647;-0,017680146;5,577680146;0,411680146;0,394;eslhw
4045;5053;4028;20;820,9804611;101;747;-81,508;-84,183;2,675;1,032818864;5,538;5,166;1;esl;hw;647;-0,018003461;5,556003461;0,390003461;0,372;eslhw
4446;4870;3022;20;864,0379568;101;748;-81,286;-84,615;3,329;1,040954162;5,546;5,166;1;esl;hw;647;-0,017885745;5,563885745;0,397885745;0,38;eslhw
3696;4928;4091;24;922,0040342;101;748;-81,004;-84,447;3,443;1,042504074;5,558;5,166;1;esl;hw;647;-0,017709486;5,575709486;0,409709486;0,392;eslhw
3039;4561;4152;20;874,0430448;101;748;-81,236;-85,079;3,843;1,047306613;5,547;5,166;1;esl;hw;647;-0,017871043;5,564871043;0,398871043;0,381;eslhw
3876;4931;3752;20;927,1133212;101;744;-80,98;-84,549;3,569;1,044072611;5,556;5,166;1;esl;hw;647;-0,017738837;5,573738837;0,407738837;0,39;eslhw
4350;4842;3091;20;945,0022037;101;743;-80,897;-84,672;3,775;1,046664277;5,575;5,166;1;esl;hw;647;-0,017460428;5,592460428;0,426460428;0,409;eslhw
3245;4774;4420;20;935,0456654;101;749;-80,943;-84,595;3,652;1,04511817;5,551;5,166;1;esl;hw;647;-0,017812258;5,568812258;0,402812258;0,385;eslhw
3823;4599;3227;20;868,0261748;101;750;-81,266;-85,181;3,915;1,048175129;5,548;5,166;1;esl;hw;647;-0,017856343;5,565856343;0,399856343;0,382;eslhw
2971;4507;4157;24;892,1396085;101;747;-81,147;-85,159;4,012;1,049441138;5,563;5,166;1;esl;hw;647;-0,017636156;5,580636156;0,414636156;0,397;eslhw
3733;4911;3904;24;941,9607814;101;749;-80,911;-84,559;3,648;1,045086577;5,565;5,166;1;esl;hw;647;-0,017606842;5,582606842;0,416606842;0,399;eslhw
4086;4810;3444;24;940,0107523;101;744;-80,92;-84,692;3,772;1,04661394;5,573;5,166;1;esl;hw;647;-0,01748969;5,59048969;0,42448969;0,407;eslhw
2594;4317;4290;24;890,0877444;101;745;-81,157;-85,414;4,257;1,052453886;5,561;5,166;1;esl;hw;647;-0,01766548;5,57866548;0,41266548;0,395;eslhw
3646;4323;2993;24;839,1369043;101;750;-81,413;-85,704;4,291;1,05270657;5,576;5,166;1;esl;hw;647;-0,017445801;5,593445801;0,427445801;0,41;eslhw
3582;4711;3688;20;909,9820408;101;749;-81,061;-84,957;3,896;1,04806257;5,553;5,166;1;esl;hw;647;-0,017782882;5,570782882;0,404782882;0,387;eslhw
2894;4451;4394;20;893,9903302;101;744;-81,138;-85,06;3,922;1,0483374;5,569;5,166;1;esl;hw;647;-0,017548245;5,586548245;0,420548245;0,403;eslhw
3610;4303;3164;20;807,110173;101;747;-81,582;-85,639;4,057;1,049729107;5,541;5,166;1;esl;hw;647;-0,017959298;5,558959298;0,392959298;0,375;eslhw
4667;4858;2874;20;867,0273978;101;748;-81,271;-84,531;3,26;1,040112709;5,54;5,166;1;esl;hw;647;-0,017974016;5,557974016;0,391974016;0,374;eslhw
4178;4702;3086;24;756,0191934;101;750;-81,866;-84,916;3,05;1,037256004;5,549;5,166;1;esl;hw;647;-0,017841645;5,566841645;0,400841645;0,383;eslhw
3436;4992;4537;20;868,0261748;101;744;-81,266;-84,244;2,978;1,036645091;5,541;5,166;1;esl;hw;647;-0,017959298;5,558959298;0,392959298;0,375;eslhw
5369;5757;4054;52;1232,062733;101;751;-79,745;-82,883;3,138;1,039350429;5,733;5,761;0;esl;esl;661;-0,015181174;5,748181174;-0,012818826;-0,028;eslesl
4221;5814;5025;44;1224,990784;101;748;-79,77;-82,968;3,198;1,040090259;5,737;5,761;0;esl;esl;661;-0,015124292;5,752124292;-0,008875708;-0,024;eslesl
3782;6383;5778;48;1365,000534;101;751;-79,3;-82,36;3,06;1,038587642;5,724;5,761;0;esl;esl;661;-0,015309304;5,739309304;-0,021690696;-0,037;eslesl
3658;6220;5731;44;1349,997056;101;745;-79,348;-82,536;3,188;1,040177446;5,736;5,761;0;esl;esl;661;-0,015138509;5,751138509;-0,009861491;-0,025;eslesl
5382;6310;4935;48;1387,180008;101;744;-79,23;-82,135;2,905;1,036665405;5,735;5,761;0;esl;esl;661;-0,015152728;5,750152728;-0,010847272;-0,026;eslesl
4266;6219;5524;48;1337,004353;101;750;-79,39;-82,411;3,021;1,038052651;5,724;5,761;0;esl;esl;661;-0,015309304;5,739309304;-0,021690696;-0,037;eslesl
3922;6429;5818;44;1353,10912;101;751;-79,338;-82,256;2,918;1,036779349;5,736;5,761;0;esl;esl;661;-0,015138509;5,751138509;-0,009861491;-0,025;eslesl
4806;6266;5250;52;1336,081102;101;747;-79,393;-82,287;2,894;1,036451576;5,752;5,761;0;esl;esl;661;-0,014911342;5,766911342;0,005911342;-0,009;eslesl
6075;6154;4110;48;1415,248885;101;748;-79,143;-82,204;3,061;1,038676825;5,733;5,761;0;esl;esl;661;-0,015181174;5,748181174;-0,012818826;-0,028;eslesl
5229;6399;5024;44;1335,158489;101;745;-79,396;-82,116;2,72;1,034258653;5,752;5,761;0;esl;esl;661;-0,014911342;5,766911342;0,005911342;-0,009;eslesl
6237;6037;3514;44;1381,124474;101;751;-79,249;-82,396;3,147;1,03971028;5,726;5,761;0;esl;esl;661;-0,015280813;5,741280813;-0,019719187;-0,035;eslesl
4826;6335;5247;44;1363,116018;101;746;-79,306;-82,238;2,932;1,036970721;5,737;5,761;0;esl;esl;661;-0,015124292;5,752124292;-0,008875708;-0,024;eslesl
4483;6133;5368;44;1323,22233;101;748;-79,435;-82,454;3,019;1,038005917;5,735;5,761;0;esl;esl;661;-0,015152728;5,750152728;-0,010847272;-0,026;eslesl
5547;6333;4800;44;1323,22233;101;748;-79,435;-82,099;2,664;1,033536854;5,753;5,761;0;esl;esl;661;-0,014897165;5,767897165;0,006897165;-0,008;eslesl
5520;6319;4826;48;1342,248172;101;748;-79,373;-82,109;2,736;1,03447016;5,746;5,761;0;esl;esl;661;-0,014996454;5,760996454;-3,55E-06;-0,015;eslesl
4460;6394;5576;44;1362,174736;101;752;-79,309;-82,194;2,885;1,036376704;5,726;5,761;0;esl;esl;661;-0,015280813;5,741280813;-0,019719187;-0,035;eslesl
6353;6017;3387;40;1365,000534;101;748;-79,3;-82,379;3,079;1,038827238;5,728;5,761;0;esl;esl;661;-0,015252332;5,743252332;-0,017747668;-0,033;eslesl
6288;5818;3094;48;1330,248633;101;744;-79,412;-82,637;3,225;1,040610991;5,726;5,761;0;esl;esl;661;-0,015280813;5,741280813;-0,019719187;-0,035;eslesl
6058;6211;4293;44;1389,097793;101;746;-79,224;-82,108;2,884;1,03640311;5,718;5,761;0;esl;esl;661;-0,015394838;5,733394838;-0,027605162;-0,043;eslesl
3861;6430;5765;44;1376,045585;101;750;-79,265;-82,308;3,043;1,03839021;5,724;5,761;0;esl;esl;661;-0,015309304;5,739309304;-0,021690696;-0,037;eslesl
6306;6162;3808;44;1341,012485;101;749;-79,377;-82,177;2,8;1,035274702;5,752;5,761;0;esl;esl;661;-0,014911342;5,766911342;0,005911342;-0,009;eslesl
4842;6043;5077;48;1318,05284;101;749;-79,452;-82,494;3,042;1,038287268;5,735;5,761;0;esl;esl;661;-0,015152728;5,750152728;-0,010847272;-0,026;eslesl
6082;5799;3475;44;1391,979442;101;746;-79,215;-82,651;3,436;1,043375623;5,746;5,761;0;esl;esl;661;-0,014996454;5,760996454;-3,55E-06;-0,015;eslesl
6289;6149;3699;48;1397,117142;101;751;-79,199;-82,233;3,034;1,038308565;5,718;5,761;0;esl;esl;661;-0,015394838;5,733394838;-0,027605162;-0,043;eslesl
4112;5890;4937;48;1237,179802;101;751;-79,727;-83,019;3,292;1,041290905;5,737;5,761;0;esl;esl;661;-0,015124292;5,752124292;-0,008875708;-0,024;eslesl
6227;5964;3359;40;1415,248885;101;747;-79,143;-82,5;3,357;1,042416891;5,737;5,761;0;esl;esl;661;-0,015124292;5,752124292;-0,008875708;-0,024;eslesl
6046;6292;4388;44;1356,228359;101;750;-79,328;-82,031;2,703;1,034073719;5,718;5,761;0;esl;esl;661;-0,015394838;5,733394838;-0,027605162;-0,043;eslesl
5088;6349;4956;44;1285,087861;101;746;-79,562;-82,247;2,685;1,033747266;5,735;5,761;0;esl;esl;661;-0,015152728;5,750152728;-0,010847272;-0,026;eslesl
5820;5869;3784;48;1299,070801;101;746;-79,515;-82,654;3,139;1,039476828;5,737;5,761;0;esl;esl;661;-0,015124292;5,752124292;-0,008875708;-0,024;eslesl
4154;6196;5541;44;1343,175685;101;746;-79,37;-82,463;3,093;1,038969384;5,728;5,761;0;esl;esl;661;-0,015252332;5,743252332;-0,017747668;-0,033;eslesl
3802;6058;5688;44;1376,045585;101;746;-79,265;-82,609;3,344;1,042187599;5,753;5,761;0;esl;esl;661;-0,014897165;5,767897165;0,006897165;-0,008;eslesl
6205;6150;3874;44;1331,167854;101;744;-79,409;-82,22;2,811;1,03539901;5,737;5,761;0;esl;esl;661;-0,015124292;5,752124292;-0,008875708;-0,024;eslesl
127;373;313;20;141,9818469;101;725;-89,129;-107,791;18,662;1,209381907;7,631;6,103;1;esl;hw;663;0,007897018;7,623102982;1,520102982;1,528;eslhw
197;352;298;20;145,9596527;101;724;-89,009;-107,82;18,811;1,211338179;6,917;6,103;1;esl;hw;663;5,65E-05;6,916943491;0,813943491;0,814;eslhw
195;448;355;24;129,9968477;101;726;-89,512;-106,206;16,694;1,186500134;7,351;6,103;1;esl;hw;663;0,004929372;7,346070628;1,243070628;1,248;eslhw
285;363;413;24;141,9818469;101;734;-89,129;-105,988;16,859;1,189152801;6,917;6,103;1;esl;hw;663;5,65E-05;6,916943491;0,813943491;0,814;eslhw
220;393;288;20;145,9596527;101;725;-89,009;-107,265;18,256;1,205102855;7,631;6,103;1;esl;hw;663;0,007897018;7,623102982;1,520102982;1,528;eslhw
319;433;264;20;151,0194281;101;726;-88,861;-106,276;17,415;1,195980239;7,351;6,103;1;esl;hw;663;0,004929372;7,346070628;1,243070628;1,248;eslhw
227;446;303;24;145,0216431;101;724;-89,037;-106,482;17,445;1,195929782;6,864;6,103;1;esl;hw;663;-0,000562587;6,864562587;0,761562587;0,761;eslhw
147;352;418;24;140,971987;101;732;-89,16;-106,771;17,611;1,19752131;6,879;6,103;1;esl;hw;663;-0,000386822;6,879386822;0,776386822;0,776;eslhw
5995;6622;5931;56;1465,996121;101;748;-78,99;-81,22;2,23;1,028231422;0,825;0,999;0;esl;esl;673;-0,107584279;0,932584279;-0,066415721;-0,174;eslesl
6567;6532;4387;56;1473,102007;101;747;-78,969;-81,612;2,643;1,03346883;0,823;0,999;0;esl;esl;673;-0,107533445;0,930533445;-0,068466555;-0,176;eslesl
6568;6563;4433;60;1437,251668;101;749;-79,076;-81,578;2,502;1,031640447;0,82;0,999;0;esl;esl;673;-0,107455781;0,927455781;-0,071544219;-0,179;eslesl
6446;6359;5193;56;1403,242796;101;748;-79,18;-81,453;2,273;1,028706744;0,825;0,999;0;esl;esl;673;-0,107584279;0,932584279;-0,066415721;-0,174;eslesl
5642;6566;6259;64;1364,057951;101;749;-79,303;-81,252;1,949;1,024576624;0,823;0,999;0;esl;esl;673;-0,107533445;0,930533445;-0,068466555;-0,176;eslesl
6366;6389;5508;56;1334,236512;101;745;-79,399;-81,346;1,947;1,024521719;0,823;0,999;0;esl;esl;673;-0,107533445;0,930533445;-0,068466555;-0,176;eslesl
5792;6542;6043;60;1411,018868;101;746;-79,156;-81,3;2,144;1,027085755;0,82;0,999;0;esl;esl;673;-0,107455781;0,927455781;-0,071544219;-0,179;eslesl
6671;6562;4027;60;1393,262093;101;745;-79,211;-81,665;2,454;1,030980546;0,831;0,999;0;esl;esl;673;-0,10773232;0,93873232;-0,06026768;-0,168;eslesl
6320;6111;3754;64;1345,96207;101;747;-79,361;-82,217;2,856;1,03598745;0,812;0,999;0;esl;esl;673;-0,107240235;0,919240235;-0,079759765;-0,187;eslesl
6158;6095;5673;64;1235,18731;101;749;-79,734;-81,522;1,788;1,022424562;0,82;0,999;0;esl;esl;673;-0,107455781;0,927455781;-0,071544219;-0,179;eslesl
6317;6318;3984;60;1324,136696;101;751;-79,432;-82,017;2,585;1,032543559;0,833;0,999;0;esl;esl;673;-0,1077802;0,9407802;-0,0582198;-0,166;eslesl
6133;6098;3572;60;1264,249589;101;745;-79,633;-82,403;2,77;1,034784574;0,824;0,999;0;esl;esl;673;-0,107558956;0,931558956;-0,067441044;-0,175;eslesl
6492;6419;5303;60;1359,041821;101;749;-79,319;-81,354;2,035;1,025655896;0,824;0,999;0;esl;esl;673;-0,107558956;0,931558956;-0,067441044;-0,175;eslesl
6336;6212;5348;60;1305,067039;101;749;-79,495;-81,519;2,024;1,025460721;0,823;0,999;0;esl;esl;673;-0,107533445;0,930533445;-0,068466555;-0,176;eslesl
6512;6340;3528;60;1354,979801;101;751;-79,332;-82,046;2,714;1,034210659;0,824;0,999;0;esl;esl;673;-0,107558956;0,931558956;-0,067441044;-0,175;eslesl
6437;6589;5595;60;1436,259192;101;746;-79,079;-81,176;2,097;1,026517786;0,824;0,999;0;esl;esl;673;-0,107558956;0,931558956;-0,067441044;-0,175;eslesl
6051;6177;4491;64;1396,152381;101;751;-79,202;-82,051;2,849;1,035971314;0,844;0,999;0;esl;esl;673;-0,108030749;0,952030749;-0,046969251;-0,155;eslesl
6475;6303;4797;60;1302,065468;101;748;-79,505;-81,628;2,123;1,026702723;0,819;0,999;0;esl;esl;673;-0,107429513;0,926429513;-0,072570487;-0,18;eslesl
6253;6366;5143;68;1302,065468;101;744;-79,505;-81,57;2,065;1,025973209;0,818;0,999;0;esl;esl;673;-0,107403053;0,925403053;-0,073596947;-0,181;eslesl
6509;6445;4262;68;1400,015427;101;751;-79,19;-81,737;2,547;1,032163152;0,825;0,999;0;esl;esl;673;-0,107584279;0,932584279;-0,066415721;-0,174;eslesl
6301;6139;3918;76;1337,004353;101;749;-79,39;-82,153;2,763;1,034802872;0,838;0,999;0;esl;esl;673;-0,107896744;0,945896744;-0,053103256;-0,161;eslesl
6484;6545;5598;72;1350,929923;101;751;-79,345;-81,173;1,828;1,023038629;0,844;0,999;0;esl;esl;673;-0,108030749;0,952030749;-0,046969251;-0,155;eslesl
5673;6373;6060;72;1292,209178;101;748;-79,538;-81,431;1,893;1,023799945;0,838;0,999;0;esl;esl;673;-0,107896744;0,945896744;-0,053103256;-0,161;eslesl
6479;6308;3988;72;1380,170757;101;746;-79,252;-81,928;2,676;1,033765709;0,818;0,999;0;esl;esl;673;-0,107403053;0,925403053;-0,073596947;-0,181;eslesl
6354;6575;5938;72;1338,236347;101;749;-79,386;-81,075;1,689;1,021275792;0,819;0,999;0;esl;esl;673;-0,107429513;0,926429513;-0,072570487;-0,18;eslesl
6342;6175;4653;72;1315,021403;101;744;-79,462;-81,826;2,364;1,029750069;0,824;0,999;0;esl;esl;673;-0,107558956;0,931558956;-0,067441044;-0,175;eslesl
6449;6368;4124;72;1381,124474;101;749;-79,249;-81,863;2,614;1,032984643;0,812;0,999;0;esl;esl;673;-0,107240235;0,919240235;-0,079759765;-0,187;eslesl
6477;6000;3321;68;1317,142676;101;751;-79,455;-82,333;2,878;1,036221761;0,833;0,999;0;esl;esl;673;-0,1077802;0,9407802;-0,0582198;-0,166;eslesl
5783;6166;5893;76;1238,034711;101;750;-79,724;-81,565;1,841;1,023092168;0,844;0,999;0;esl;esl;673;-0,108030749;0,952030749;-0,046969251;-0,155;eslesl
6277;6065;3757;72;1293,995665;101;747;-79,532;-82,269;2,737;1,034413821;0,831;0,999;0;esl;esl;673;-0,10773232;0,93873232;-0,06026768;-0,168;eslesl
5789;5966;3770;48;1213,201172;101;747;-79,812;-82,619;2,807;1,03517015;1,252;1,011;1;esl;hw;677;-0,107684124;1,359684124;0,348684124;0,241;eslhw
5938;6385;4756;36;1249,202433;101;745;-79,685;-81,885;2,2;1,027608709;1,272;1,011;1;esl;hw;677;-0,107376795;1,379376795;0,368376795;0,261;eslhw
6268;6146;3700;36;1376,045585;101;744;-79,265;-82,247;2,982;1,03762064;1,269;1,011;1;esl;hw;677;-0,107423902;1,376423902;0,365423902;0,258;eslhw
6468;6246;5401;32;1400,982858;101;748;-79,187;-81,411;2,224;1,028085418;1,269;1,011;1;esl;hw;677;-0,107423902;1,376423902;0,365423902;0,258;eslhw
1984;2108;1348;36;1173,094021;101;750;-79,958;-91,741;11,783;1,147364867;1,944;1,011;1;esl;hw;677;-0,092161494;2,036161494;1,025161494;0,933;eslhw
1788;2028;1423;40;1124,172148;101;746;-80,143;-92,125;11,982;1,149507755;1,551;1,011;1;esl;hw;677;-0,101852254;1,652852254;0,641852254;0,54;eslhw
1804;2172;1587;40;1121,070233;101;744;-80,155;-91,618;11,463;1,143010417;1,59;1,011;1;esl;hw;677;-0,100953539;1,690953539;0,679953539;0,579;eslhw
1425;2167;2024;36;1180,953564;101;745;-79,929;-91,482;11,553;1,14454078;1,566;1,011;1;esl;hw;677;-0,101509133;1,667509133;0,656509133;0,555;eslhw
