,real_rng,rng,rssi,fp_idx,fp_power,fp_amp1,fp_amp2,fp_amp3,std_noise,pacc_cnt,condition,location_from,location_to,msid,bias,rng_wo_bias,error,error_nobias,env
5772,10.604,10.929,-90.008,747,-99.819,366,737,954,24,101,nlos,1078ieeg,hw,117,0.034814361934190075,10.89418563806581,0.290185638065811,0.32500000000000107,1078ieeghw
5774,10.604,10.936,-89.753,739,-99.398,211,1055,769,24,101,nlos,1078ieeg,hw,117,0.03485891623169657,10.901141083768303,0.29714108376830417,0.33200000000000074,1078ieeghw
5775,10.604,10.878,-90.114,745,-99.617,450,610,914,24,93,nlos,1078ieeg,hw,117,0.03448843697330428,10.843511563026695,0.23951156302669574,0.2740000000000009,1078ieeghw
5776,10.604,10.949,-90.159,741,-99.611,510,638,999,20,101,nlos,1078ieeg,hw,117,0.03494154479081857,10.914058455209181,0.31005845520918207,0.34500000000000064,1078ieeghw
5777,10.604,10.92,-90.159,745,-100.322,312,916,691,20,101,nlos,1078ieeg,hw,117,0.03475701396682229,10.885242986033177,0.28124298603317754,0.3160000000000007,1078ieeghw
5778,10.604,10.935,-89.861,741,-100.247,96,882,807,20,101,nlos,1078ieeg,hw,117,0.0348525539911142,10.900147446008887,0.296147446008888,0.3310000000000013,1078ieeghw
5779,10.604,10.921,-90.319,747,-100.837,60,848,730,24,101,nlos,1078ieeg,hw,117,0.03476338951452451,10.886236610485476,0.28223661048547655,0.31700000000000017,1078ieeghw
5780,10.604,10.94,-90.238,742,-99.153,272,1083,777,20,101,nlos,1078ieeg,hw,117,0.034884356335941114,10.905115643664058,0.3011156436640583,0.3360000000000003,1078ieeghw
5978,4.118,4.484,-82.509,747,-94.132,1785,1219,1099,20,101,nlos,wkst,hw,122,-0.035106247798078805,4.519106247798079,0.40110624779807846,0.36599999999999966,wksthw
5979,4.118,4.479,-82.476,743,-93.797,1884,1166,1201,20,101,nlos,wkst,hw,122,-0.03519556768755372,4.514195567687554,0.3961955676875535,0.36099999999999977,wksthw
5980,4.118,4.507,-82.462,745,-94.541,1632,1250,1061,24,101,nlos,wkst,hw,122,-0.03469645135369959,4.541696451353699,0.42369645135369893,0.38899999999999935,wksthw
5982,4.118,4.451,-82.509,750,-94.351,1665,1247,1124,20,101,nlos,wkst,hw,122,-0.03569730787622305,4.486697307876223,0.36869730787622235,0.3329999999999993,wksthw
5983,4.118,4.503,-82.535,743,-93.734,1808,1302,1217,24,101,nlos,wkst,hw,122,-0.03476759365533599,4.537767593655336,0.4197675936553358,0.3849999999999998,wksthw
5986,4.118,4.476,-82.443,746,-94.361,1655,1291,1083,24,101,nlos,wkst,hw,122,-0.03524919977637886,4.511249199776379,0.3932491997763785,0.35799999999999965,wksthw
5988,4.118,4.482,-82.502,743,-95.05,1498,1218,1016,20,101,nlos,wkst,hw,122,-0.03514196571950112,4.517141965719501,0.399141965719501,0.3639999999999999,wksthw
5990,4.118,4.498,-82.644,748,-93.513,1942,1253,1200,20,101,nlos,wkst,hw,122,-0.03485659644242123,4.5328565964424214,0.4148565964424211,0.3799999999999999,wksthw
5991,4.118,4.479,-82.61,744,-94.048,1786,1237,1129,24,101,nlos,wkst,hw,122,-0.03519556768755372,4.514195567687554,0.3961955676875535,0.36099999999999977,wksthw
5992,4.118,4.537,-82.569,748,-96.026,1341,1208,738,20,101,nlos,wkst,hw,122,-0.03416457717635524,4.571164577176355,0.45316457717635483,0.4189999999999996,wksthw
5993,4.118,4.472,-82.41,745,-93.595,1847,1242,1304,24,101,nlos,wkst,hw,122,-0.03532075611703789,4.507320756117038,0.389320756117038,0.3540000000000001,wksthw
5994,4.118,4.532,-82.397,747,-93.255,1990,1302,1241,20,101,nlos,wkst,hw,122,-0.03425301583085094,4.566253015830851,0.44825301583085064,0.4139999999999997,wksthw
5995,4.118,4.532,-82.443,747,-94.338,1698,1284,1037,28,101,nlos,wkst,hw,122,-0.03425301583085094,4.566253015830851,0.44825301583085064,0.4139999999999997,wksthw
5996,4.118,4.544,-82.488,749,-96.095,1262,1261,748,24,101,nlos,wkst,hw,122,-0.034040901811450475,4.57804090181145,0.46004090181144974,0.42599999999999927,wksthw
5997,4.118,4.52,-82.61,742,-94.734,1626,1229,982,24,101,nlos,wkst,hw,122,-0.03446560616885197,4.5544656061688515,0.4364656061688512,0.40199999999999925,wksthw
5998,4.118,4.469,-82.482,741,-93.87,1864,1218,1135,20,101,nlos,wkst,hw,122,-0.03537445856497001,4.50437445856497,0.38637445856497,0.351,wksthw
5999,4.118,4.507,-82.549,743,-94.825,1648,1089,1054,24,101,nlos,wkst,hw,122,-0.03469645135369959,4.541696451353699,0.42369645135369893,0.38899999999999935,wksthw
6000,4.118,4.537,-82.529,748,-94.442,1725,1240,981,20,101,nlos,wkst,hw,122,-0.03416457717635524,4.571164577176355,0.45316457717635483,0.4189999999999996,wksthw
6003,4.118,4.482,-82.562,743,-94.342,1783,1076,1125,20,101,nlos,wkst,hw,122,-0.03514196571950112,4.517141965719501,0.399141965719501,0.3639999999999999,wksthw
6006,4.118,4.503,-82.63,749,-94.827,1639,1150,1001,24,101,nlos,wkst,hw,122,-0.03476759365533599,4.537767593655336,0.4197675936553358,0.3849999999999998,wksthw
6007,4.118,4.498,-82.488,748,-93.896,1801,1327,1097,24,101,nlos,wkst,hw,122,-0.03485659644242123,4.5328565964424214,0.4148565964424211,0.3799999999999999,wksthw
6010,4.118,4.484,-82.644,746,-95.884,1371,1184,804,24,101,nlos,wkst,hw,122,-0.035106247798078805,4.519106247798079,0.40110624779807846,0.36599999999999966,wksthw
6013,4.118,4.478,-82.416,742,-94.436,1828,1045,1024,24,101,nlos,wkst,hw,122,-0.035213441702761195,4.513213441702761,0.3952134417027606,0.35999999999999943,wksthw
6015,4.118,4.489,-82.692,743,-94.186,1811,1211,1030,20,101,nlos,wkst,hw,122,-0.035017011485398264,4.524017011485398,0.4060170114853978,0.37099999999999955,wksthw
6017,4.118,4.544,-82.651,741,-94.745,1639,1155,1042,20,101,nlos,wkst,hw,122,-0.034040901811450475,4.57804090181145,0.46004090181144974,0.42599999999999927,wksthw
6019,4.118,4.476,-82.549,747,-94.631,1619,1253,1025,20,101,nlos,wkst,hw,122,-0.03524919977637886,4.511249199776379,0.3932491997763785,0.35799999999999965,wksthw
6020,4.118,4.5,-82.562,745,-95.029,1569,1233,895,24,101,nlos,wkst,hw,122,-0.034820985334431676,4.534820985334432,0.41682098533443135,0.3819999999999997,wksthw
6021,4.118,4.52,-82.535,748,-94.329,1671,1311,1053,24,101,nlos,wkst,hw,122,-0.03446560616885197,4.5544656061688515,0.4364656061688512,0.40199999999999925,wksthw
6023,4.118,4.5,-82.699,743,-95.063,1580,1241,842,20,101,nlos,wkst,hw,122,-0.034820985334431676,4.534820985334432,0.41682098533443135,0.3819999999999997,wksthw
6024,4.118,4.544,-82.569,745,-95.932,1428,1156,714,24,101,nlos,wkst,hw,122,-0.034040901811450475,4.57804090181145,0.46004090181144974,0.42599999999999927,wksthw
6027,3.111,3.35,-81.708,744,-89.545,1933,3018,2016,28,101,nlos,wkst,hw,123,-0.057675328933718184,3.4076753289337183,0.29667532893371806,0.23899999999999988,wksthw
6028,3.111,3.323,-81.637,745,-89.915,2046,2801,1870,24,101,nlos,wkst,hw,123,-0.05827298132187497,3.381272981321875,0.2702729813218747,0.21199999999999974,wksthw
6029,3.111,3.366,-81.598,745,-88.875,2365,2888,2407,20,101,nlos,wkst,hw,123,-0.05732254482212529,3.4233225448221254,0.3123225448221252,0.2549999999999999,wksthw
6031,3.111,3.326,-81.691,747,-87.32,3994,2062,2832,24,101,nlos,wkst,hw,123,-0.058206430986420976,3.384206430986421,0.27320643098642083,0.21499999999999986,wksthw
6032,3.111,3.36,-81.534,751,-88.682,2404,2860,2582,24,101,nlos,wkst,hw,123,-0.05745471854954243,3.4174547185495423,0.3064547185495421,0.24899999999999967,wksthw
6033,3.111,3.353,-81.631,745,-89.779,2060,2652,2178,24,101,nlos,wkst,hw,123,-0.057609103700769104,3.4106091037007693,0.2996091037007691,0.242,wksthw
6034,3.111,3.365,-81.714,746,-88.316,2986,2624,2576,24,101,nlos,wkst,hw,123,-0.05734456375265573,3.422344563752656,0.31134456375265573,0.254,wksthw
6035,3.111,3.358,-81.637,747,-88.675,2370,2892,2584,24,101,nlos,wkst,hw,123,-0.05749880853890055,3.4154988085389006,0.30449880853890043,0.2469999999999999,wksthw
6036,3.111,3.339,-81.577,746,-89.687,2049,3004,1772,28,101,nlos,wkst,hw,123,-0.05791846373567999,3.39691846373568,0.28591846373567975,0.22799999999999976,wksthw
6037,3.111,3.346,-81.664,745,-87.219,3786,2277,3061,20,101,nlos,wkst,hw,123,-0.05776368541170118,3.4037636854117013,0.29276368541170106,0.23499999999999988,wksthw
6039,3.111,3.334,-81.637,750,-86.933,4096,2096,3112,24,101,nlos,wkst,hw,123,-0.05802914008422366,3.3920291400842237,0.2810291400842235,0.22299999999999986,wksthw
6040,3.111,3.339,-81.604,750,-89.868,2015,2637,2164,24,101,nlos,wkst,hw,123,-0.05791846373567999,3.39691846373568,0.28591846373567975,0.22799999999999976,wksthw
6043,3.111,3.347,-81.593,750,-87.449,3835,2117,2865,24,101,nlos,wkst,hw,123,-0.05774159027380854,3.4047415902738085,0.2937415902738083,0.23599999999999977,wksthw
6044,3.111,3.347,-81.572,751,-88.246,2776,2587,2899,24,101,nlos,wkst,hw,123,-0.05774159027380854,3.4047415902738085,0.2937415902738083,0.23599999999999977,wksthw
6046,3.111,3.37,-81.82,745,-89.456,2080,2749,2318,24,101,nlos,wkst,hw,123,-0.05723450919015072,3.427234509190151,0.3162345091901506,0.2589999999999999,wksthw
6047,3.111,3.327,-81.792,750,-89.218,1898,3135,2191,20,101,nlos,wkst,hw,123,-0.058184255571777754,3.3851842555717777,0.2741842555717775,0.21599999999999975,wksthw
6048,3.111,3.343,-81.724,748,-88.74,2319,2993,2453,24,101,nlos,wkst,hw,123,-0.057829994901083204,3.400829994901083,0.28982999490108297,0.23199999999999976,wksthw
6049,3.111,3.357,-81.648,745,-88.033,3078,2517,2853,24,101,nlos,wkst,hw,123,-0.057520859549399894,3.4145208595494,0.3035208595493999,0.246,wksthw
6050,3.111,3.348,-81.686,744,-87.528,3570,2122,3107,24,101,nlos,wkst,hw,123,-0.057719499148278786,3.4057194991482787,0.29471949914827844,0.23699999999999966,wksthw
6051,3.111,3.343,-81.708,747,-89.622,1977,2889,2087,24,101,nlos,wkst,hw,123,-0.057829994901083204,3.400829994901083,0.28982999490108297,0.23199999999999976,wksthw
6053,3.111,3.354,-81.714,743,-89.788,1993,2915,1876,20,101,nlos,wkst,hw,123,-0.05758703664618903,3.411587036646189,0.3005870366461889,0.24299999999999988,wksthw
6054,3.111,3.327,-81.653,747,-89.995,1997,2730,1950,24,101,nlos,wkst,hw,123,-0.058184255571777754,3.3851842555717777,0.2741842555717775,0.21599999999999975,wksthw
6055,3.111,3.372,-81.697,751,-87.7,3397,2230,3057,24,101,nlos,wkst,hw,123,-0.05719051542564735,3.4291905154256472,0.318190515425647,0.2609999999999997,wksthw
6056,3.111,3.346,-81.702,750,-89.412,1827,3128,2076,24,101,nlos,wkst,hw,123,-0.05776368541170118,3.4037636854117013,0.29276368541170106,0.23499999999999988,wksthw
6057,3.111,3.347,-81.637,748,-88.359,2553,2918,2680,20,101,nlos,wkst,hw,123,-0.05774159027380854,3.4047415902738085,0.2937415902738083,0.23599999999999977,wksthw
6058,3.111,3.323,-81.529,748,-87.133,4050,2105,2938,24,101,nlos,wkst,hw,123,-0.05827298132187497,3.381272981321875,0.2702729813218747,0.21199999999999974,wksthw
6059,3.111,3.326,-81.625,747,-89.284,2062,2980,2196,20,101,nlos,wkst,hw,123,-0.058206430986420976,3.384206430986421,0.27320643098642083,0.21499999999999986,wksthw
6060,3.111,3.351,-81.653,748,-88.161,3093,2302,2896,20,101,nlos,wkst,hw,123,-0.05765324984437381,3.408653249844374,0.2976532498443736,0.23999999999999977,wksthw
6061,3.111,3.341,-81.724,747,-87.919,3346,2178,2941,24,101,nlos,wkst,hw,123,-0.057874221291893235,3.3988742212918934,0.2878742212918932,0.22999999999999998,wksthw
6062,3.111,3.339,-81.513,744,-89.037,2052,3168,2182,20,101,nlos,wkst,hw,123,-0.05791846373567999,3.39691846373568,0.28591846373567975,0.22799999999999976,wksthw
6064,3.111,3.355,-81.736,746,-89.237,2375,2391,2606,20,101,nlos,wkst,hw,123,-0.05756497360287671,3.4125649736028767,0.3015649736028765,0.24399999999999977,wksthw
6065,3.111,3.332,-81.769,744,-88.15,3091,2349,2871,20,101,nlos,wkst,hw,123,-0.0580734387220776,3.3900734387220774,0.27907343872207724,0.22099999999999964,wksthw
6066,3.111,3.336,-81.73,750,-87.5,3583,2329,2969,24,101,nlos,wkst,hw,123,-0.05798485750314608,3.393984857503146,0.2829848575031457,0.22499999999999964,wksthw
6067,3.111,3.355,-81.708,744,-88.171,2889,2699,2751,24,101,nlos,wkst,hw,123,-0.05756497360287671,3.4125649736028767,0.3015649736028765,0.24399999999999977,wksthw
6068,3.111,3.36,-81.769,747,-88.169,3091,2175,2988,24,101,nlos,wkst,hw,123,-0.05745471854954243,3.4174547185495423,0.3064547185495421,0.24899999999999967,wksthw
6071,3.111,3.354,-81.769,744,-88.862,2629,2571,2503,24,101,nlos,wkst,hw,123,-0.05758703664618903,3.411587036646189,0.3005870366461889,0.24299999999999988,wksthw
6072,3.111,3.338,-81.518,743,-88.564,2396,2978,2566,20,101,nlos,wkst,hw,123,-0.05794059097779325,3.3959405909777933,0.2849405909777931,0.22699999999999987,wksthw
6073,3.111,3.357,-81.62,747,-88.562,2466,2850,2646,24,101,nlos,wkst,hw,123,-0.057520859549399894,3.4145208595494,0.3035208595493999,0.246,wksthw
6074,3.111,3.366,-81.555,750,-88.03,2890,2617,2961,24,101,nlos,wkst,hw,123,-0.05732254482212529,3.4233225448221254,0.3123225448221252,0.2549999999999999,wksthw
6075,3.111,3.336,-81.625,743,-88.537,2438,2948,2587,20,101,nlos,wkst,hw,123,-0.05798485750314608,3.393984857503146,0.2829848575031457,0.22499999999999964,wksthw
6076,4.523,4.469,-79.841,748,-81.693,6337,6470,4592,52,101,los,1_hw,1_hw,124,-0.03537445856497001,4.50437445856497,-0.01862554143502937,-0.05399999999999938,1_hw1_hw
6077,4.523,4.45,-79.738,748,-81.962,6245,6243,4351,44,101,los,1_hw,1_hw,124,-0.03571527589944612,4.485715275899446,-0.03728472410055339,-0.07299999999999951,1_hw1_hw
6078,4.523,4.448,-79.572,748,-81.323,5981,6578,5766,48,101,los,1_hw,1_hw,124,-0.035751222050959264,4.48375122205096,-0.039248777949040026,-0.07499999999999929,1_hw1_hw
6079,4.523,4.452,-79.848,750,-82.093,6187,6178,4194,44,101,los,1_hw,1_hw,124,-0.03567934322036859,4.4876793432203685,-0.03532065677963114,-0.07099999999999973,1_hw1_hw
6080,4.523,4.459,-80.033,751,-82.002,6192,6239,4332,48,101,los,1_hw,1_hw,124,-0.035553684853912415,4.494553684853912,-0.028446315146087642,-0.06400000000000006,1_hw1_hw
6082,4.523,4.447,-79.748,745,-82.533,6169,6004,3297,48,101,los,1_hw,1_hw,124,-0.0357692001807175,4.482769200180718,-0.040230799819282126,-0.07599999999999962,1_hw1_hw
6083,4.523,4.445,-79.552,750,-81.768,6370,6402,4447,56,101,los,1_hw,1_hw,124,-0.035805166551920564,4.480805166551921,-0.04219483344807884,-0.0779999999999994,1_hw1_hw
6084,4.523,4.439,-79.748,745,-82.483,6208,6036,3314,48,101,los,1_hw,1_hw,124,-0.035913146612072566,4.474913146612073,-0.048086853387927064,-0.08399999999999963,1_hw1_hw
6085,4.523,4.441,-79.738,746,-82.211,6313,6216,3610,44,101,los,1_hw,1_hw,124,-0.03587713976170637,4.476877139761706,-0.046122860238293484,-0.08199999999999985,1_hw1_hw
6086,4.523,4.441,-79.672,744,-81.712,6178,6339,4931,56,101,los,1_hw,1_hw,124,-0.03587713976170637,4.476877139761706,-0.046122860238293484,-0.08199999999999985,1_hw1_hw
6088,4.523,4.439,-79.603,748,-81.51,5854,6519,5548,40,101,los,1_hw,1_hw,124,-0.035913146612072566,4.474913146612073,-0.048086853387927064,-0.08399999999999963,1_hw1_hw
6089,4.523,4.433,-79.988,752,-81.771,5742,6357,5282,52,101,los,1_hw,1_hw,124,-0.03602124821578112,4.469021248215781,-0.05397875178421874,-0.08999999999999986,1_hw1_hw
6090,4.523,4.465,-79.658,745,-81.538,6065,6516,5254,48,101,los,1_hw,1_hw,124,-0.03544610878992671,4.500446108789927,-0.022553891210073118,-0.05799999999999983,1_hw1_hw
6091,4.523,4.44,-79.586,746,-81.524,5133,6570,6139,48,101,los,1_hw,1_hw,124,-0.035895141499154626,4.475895141499155,-0.04710485850084467,-0.0829999999999993,1_hw1_hw
6092,4.523,4.448,-79.393,749,-82.128,6511,6262,3416,44,101,los,1_hw,1_hw,124,-0.035751222050959264,4.48375122205096,-0.039248777949040026,-0.07499999999999929,1_hw1_hw
6093,4.523,4.439,-79.361,752,-81.579,5085,6463,6182,48,101,los,1_hw,1_hw,124,-0.035913146612072566,4.474913146612073,-0.048086853387927064,-0.08399999999999963,1_hw1_hw
6094,4.523,4.475,-79.412,752,-81.434,5706,6530,5852,44,101,los,1_hw,1_hw,124,-0.03526708383626165,4.510267083836261,-0.012732916163738395,-0.04800000000000004,1_hw1_hw
6095,4.523,4.468,-79.393,745,-81.778,6476,6443,4203,52,101,los,1_hw,1_hw,124,-0.03539236608819696,4.503392366088197,-0.019607633911802758,-0.054999999999999716,1_hw1_hw
6096,4.523,4.453,-79.555,746,-81.552,5729,6387,5735,48,101,los,1_hw,1_hw,124,-0.035661381931149094,4.488661381931149,-0.0343386180688503,-0.0699999999999994,1_hw1_hw
6098,4.523,4.459,-79.478,749,-81.599,6430,6550,4594,44,101,los,1_hw,1_hw,124,-0.035553684853912415,4.494553684853912,-0.028446315146087642,-0.06400000000000006,1_hw1_hw
6099,4.523,4.467,-79.717,748,-82.145,6456,6240,3506,52,101,los,1_hw,1_hw,124,-0.03541027696627452,4.502410276966274,-0.020589723033725527,-0.05600000000000005,1_hw1_hw
6100,4.523,4.489,-79.341,748,-81.822,6502,6466,4001,48,101,los,1_hw,1_hw,124,-0.035017011485398264,4.524017011485398,0.0010170114853984558,-0.03399999999999981,1_hw1_hw
6101,4.523,4.446,-79.168,748,-82.108,6557,6267,3382,48,101,los,1_hw,1_hw,124,-0.03578718168078954,4.481787181680789,-0.04121281831921042,-0.07699999999999996,1_hw1_hw
6103,4.523,4.469,-79.613,749,-81.791,6030,6210,5088,48,101,los,1_hw,1_hw,124,-0.03537445856497001,4.50437445856497,-0.01862554143502937,-0.05399999999999938,1_hw1_hw
6104,4.523,4.459,-79.512,748,-81.694,5148,6589,5759,52,101,los,1_hw,1_hw,124,-0.035553684853912415,4.494553684853912,-0.028446315146087642,-0.06400000000000006,1_hw1_hw
6105,4.523,4.446,-79.596,746,-81.845,5913,6367,4905,52,101,los,1_hw,1_hw,124,-0.03578718168078954,4.481787181680789,-0.04121281831921042,-0.07699999999999996,1_hw1_hw
6106,4.523,4.452,-79.692,745,-82.306,6085,6152,3828,48,101,los,1_hw,1_hw,124,-0.03567934322036859,4.4876793432203685,-0.03532065677963114,-0.07099999999999973,1_hw1_hw
6108,4.523,4.459,-79.675,748,-82.255,3409,6382,6184,48,101,los,1_hw,1_hw,124,-0.035553684853912415,4.494553684853912,-0.028446315146087642,-0.06400000000000006,1_hw1_hw
6109,4.523,4.44,-79.845,747,-82.155,5334,6315,4936,52,101,los,1_hw,1_hw,124,-0.035895141499154626,4.475895141499155,-0.04710485850084467,-0.0829999999999993,1_hw1_hw
6110,4.523,4.445,-79.682,745,-82.107,5954,6145,4531,52,101,los,1_hw,1_hw,124,-0.035805166551920564,4.480805166551921,-0.04219483344807884,-0.0779999999999994,1_hw1_hw
6111,4.523,4.454,-79.538,751,-81.929,4536,6370,6042,48,101,los,1_hw,1_hw,124,-0.03564342400782383,4.489643424007824,-0.03335657599217612,-0.06899999999999995,1_hw1_hw
6112,4.523,4.455,-79.535,746,-81.837,5310,6367,5569,56,101,los,1_hw,1_hw,124,-0.03562546944966449,4.490625469449665,-0.03237453055033512,-0.06799999999999962,1_hw1_hw
6114,4.523,4.462,-79.492,748,-81.871,5116,6358,5690,52,101,los,1_hw,1_hw,124,-0.03549988170520546,4.497499881705205,-0.025500118294794483,-0.06099999999999994,1_hw1_hw
6115,4.523,4.442,-79.535,747,-81.927,5867,6345,4797,44,101,los,1_hw,1_hw,124,-0.03585914139899682,4.477859141398997,-0.0451408586010027,-0.08099999999999952,1_hw1_hw
6116,4.523,4.418,-79.606,744,-81.94,5507,6340,5184,48,101,los,1_hw,1_hw,124,-0.03629203502220424,4.454292035022204,-0.0687079649777953,-0.10499999999999954,1_hw1_hw
6117,4.523,4.478,-79.455,749,-81.978,6314,6389,3985,48,101,los,1_hw,1_hw,124,-0.035213441702761195,4.513213441702761,-0.009786558297238734,-0.04499999999999993,1_hw1_hw
6118,4.523,4.476,-79.498,748,-82.031,3675,6503,6293,48,101,los,1_hw,1_hw,124,-0.03524919977637886,4.511249199776379,-0.01175080022362085,-0.04699999999999971,1_hw1_hw
6119,4.523,4.459,-79.495,747,-81.827,6336,6498,4195,44,101,los,1_hw,1_hw,124,-0.035553684853912415,4.494553684853912,-0.028446315146087642,-0.06400000000000006,1_hw1_hw
6121,4.523,4.461,-79.449,750,-81.671,5186,6600,5760,52,101,los,1_hw,1_hw,124,-0.03551781272785881,4.496517812727859,-0.026482187272140578,-0.06199999999999939,1_hw1_hw
6122,4.523,4.453,-79.449,745,-82.216,6418,6223,3391,48,101,los,1_hw,1_hw,124,-0.035661381931149094,4.488661381931149,-0.0343386180688503,-0.0699999999999994,1_hw1_hw
6124,4.523,4.468,-79.713,752,-82.328,4450,6024,5743,52,101,los,1_hw,1_hw,124,-0.03539236608819696,4.503392366088197,-0.019607633911802758,-0.054999999999999716,1_hw1_hw
6174,8.117,8.652,-80.629,744,-92.776,1737,1892,1199,24,101,nlos,3edvl,3edvl,126,0.017680067548331735,8.634319932451668,0.5173199324516666,0.5349999999999984,3edvl3edvl
6181,8.117,8.578,-79.841,744,-93.61,988,1912,1414,36,101,nlos,3edvl,3edvl,126,0.0170213982608427,8.560978601739157,0.4439786017391558,0.4609999999999985,3edvl3edvl
6182,8.117,8.565,-80.025,747,-88.959,761,2588,3475,36,101,nlos,3edvl,3edvl,126,0.01690492248199149,8.548095077518008,0.43109507751800713,0.4479999999999986,3edvl3edvl
